"VGC id","Name","Platform","Notes","Cart","Box","Manual","Other","Purchased Price","Purchased Date","Added",
"186777","Ori and the Blind Forest - Definitive Edition","Nintendo Switch [EU]","","No","No","No","No","","0000-00-00","2023-01-23 16:54:43",
"186778","Ori and the Will of the Wisps","Nintendo Switch [EU]","","No","No","No","No","","0000-00-00","2023-01-23 16:54:43",
"50421","Otogi 2: Immortal Warriors","Xbox [EU]","","No","No","No","No","","0000-00-00","2015-04-12 15:52:10",
"76427","Otogi: Myth of Demons","Xbox [EU]","","No","No","No","No","","0000-00-00","2015-04-12 15:52:10",
"31509","OutRun 2006: Coast 2 Coast","PlayStation 2 [EU]","","No","No","No","No","0.00","0000-00-00","2015-04-15 17:36:28",
"55581","P.N.03","GameCube [EU]","","No","No","No","No","0.00","0000-00-00","2015-04-12 14:58:24",
"80146","Pac-Man Championship Edition DX","Xbox Games Store (X360) [EU]","","No","No","No","No","","0000-00-00","2022-04-16 21:02:59",
"32910","Patapon","PlayStation Portable [EU]","","No","No","No","No","","0000-00-00","2023-07-21 08:10:58",
"56044","Perfect Dark Zero - Limited Collector's Edition","Xbox 360 [EU]","","No","No","No","No","0.00","0000-00-00","2015-04-13 14:51:12",
"191161","Persona 5 Royal","PlayStation 4 [EU]","","No","No","No","No","","0000-00-00","2021-09-24 12:44:26",
"246568","Pikmin 1 + 2","Nintendo Switch [EU]","","No","No","No","No","","0000-00-00","2024-12-31 08:00:30",
"235620","Pikmin 4","Nintendo Switch [EU]","","No","No","No","No","","0000-00-00","2024-03-06 16:48:39",
"161272","Plague Tale, A: Innocence","PlayStation 4 [EU]","","Yes","Yes","Yes","Yes","","0000-00-00","2020-12-04 11:12:52",
"81937","Planet Ring (Free Exclusive Software)","Sega Dreamcast [EU]","","No","No","No","No","0.00","0000-00-00","2015-04-15 10:04:44",
"62873","PlayStation All-Stars Battle Royale","PlayStation 3 [EU]","","No","No","No","No","","0000-00-00","2017-02-09 07:38:24",
"70775","PlayStation Move Heroes [UK]","PlayStation 3 [EU]","","No","No","No","No","","0000-00-00","2020-09-10 12:40:14",
"66980","PlayStation Move: Starter Disc","PlayStation 3 [EU]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2021-10-07 14:10:45",
"51363","Pokémon Pearl Version","Nintendo DS [EU]","","No","No","No","No","","0000-00-00","2015-04-12 17:37:45",
"42047","Pokémon Pinball Mini","Pokémon Mini [EU]","","No","No","No","No","","0000-00-00","2015-04-12 15:03:16",
"59629","Pokémon Ranger","Nintendo DS [EU]","","No","No","No","No","","0000-00-00","2015-04-12 17:37:45",
"46666","Pokémon Silberne Edition","Game Boy Color [EU]","","No","No","No","No","","0000-00-00","2015-04-12 15:02:13",
"42880","Pokémon SoulSilver Version (Pokéwalker Accessory Included)","Nintendo DS [EU]","","No","No","No","No","","0000-00-00","2015-04-12 17:37:45",
"58115","Portal: Still Alive","Xbox Games Store (X360) [EU]","","No","No","No","No","","0000-00-00","2017-01-24 19:22:53",
"33697","Primal - Collector's Edition","PlayStation 2 [EU]","","No","No","No","No","0.00","0000-00-00","2015-04-15 17:36:32",
"81993","Prince of Persia (box)","Xbox 360 [EU]","","No","No","No","No","0.00","0000-00-00","2015-04-15 14:02:04",
"112520","Prince of Persia Classic","Xbox Games Store (X360) [EU]","","No","No","No","No","","0000-00-00","2017-01-24 19:18:30",
"46301","Prince of Persia Trilogy","PlayStation 2 [EU]","","No","No","No","No","","0000-00-00","2015-04-12 15:30:47",
"81992","Prince of Persia: The Forgotten Sands - Limited Collector’s Edition","Xbox 360 [EU]","","No","No","No","No","0.00","0000-00-00","2015-04-15 13:58:26",
"253885","Princess Peach: Showtime!","Nintendo Switch [EU]","","No","No","No","No","","0000-00-00","2025-02-12 04:54:53",
"59569","Pro Evolution Soccer 3","PlayStation 2 [EU]","","No","No","No","No","","0000-00-00","2020-11-18 13:31:28",
"40373","Pro Evolution Soccer 4","PlayStation 2 [EU]","","No","No","No","No","","0000-00-00","2015-04-18 17:03:02",
"41934","Pro Evolution Soccer 5 [DK][FI][NO][SE]","PlayStation 2 [EU]","","No","No","No","No","","0000-00-00","2015-04-18 17:03:02",
"38606","Pro Evolution Soccer 6","PlayStation 2 [EU]","","No","No","No","No","","0000-00-00","2015-04-18 17:03:02",
"22719","Professor Layton and Pandora's Box","Nintendo DS [EU]","","No","No","No","No","","0000-00-00","2023-04-06 14:18:00",
"28734","Professor Layton and the Curious Village","Nintendo DS [EU]","","No","No","No","No","","0000-00-00","2023-09-04 17:08:56",
"22718","Professor Layton and the Lost Future","Nintendo DS [EU]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2015-04-12 17:36:55",
"30920","Professor Layton and the Spectre's Call","Nintendo DS [EU]","","No","No","No","No","","0000-00-00","2023-09-02 10:37:57",
"45486","Project Gotham Racing 4","Xbox 360 [EU]","","No","No","No","No","","0000-00-00","2024-08-24 09:36:43",
"31526","Psychonauts","PlayStation 2 [EU]","","No","No","No","No","0.00","0000-00-00","2015-04-18 16:57:05",
"29439","Psyvariar: Complete Edition","PlayStation 2 [EU]","","No","No","No","No","","0000-00-00","2020-12-23 09:19:29",
"55232","Puppeteer","PlayStation 3 [EU]","","No","No","No","No","","0000-00-00","2020-07-11 07:19:30",
"48017","Pure","Xbox 360 [EU]","","No","No","No","No","0.00","0000-00-00","2015-04-12 14:56:04",
"53901","Pursuit Force [NL]","PlayStation Portable [EU]","","No","No","No","No","","0000-00-00","2020-07-11 07:20:01",
"46167","Pursuit Force: Extreme Justice","PlayStation Portable [EU]","","No","No","No","No","","0000-00-00","2021-07-03 09:04:24",
"19563","R-Type Final","PlayStation 2 [EU]","","No","No","No","No","","0000-00-00","2015-04-15 17:30:23",
"99275","Radiant Silvergun","Xbox Games Store (X360) [EU]","","No","No","No","No","","0000-00-00","2022-01-03 09:24:49",
"86737","Ratchet & Clank","PlayStation 4 [EU]","","No","No","No","No","","0000-00-00","2021-01-11 04:27:40",
"34995","Ratchet & Clank","PlayStation 2 [EU]","","No","No","No","No","","0000-00-00","2015-04-15 17:39:36",
"31822","Ratchet & Clank 2 [NL]","PlayStation 2 [EU]","","No","No","No","No","","0000-00-00","2015-04-15 17:39:36",
"34997","Ratchet & Clank 3 [DK][FI][NO][SE]","PlayStation 2 [EU]","","No","No","No","No","","0000-00-00","2015-04-15 17:39:36",
"42273","Ratchet & Clank: A Crack in Time","PlayStation 3 [EU]","","No","No","No","No","","0000-00-00","2020-09-21 08:25:14",
"46163","Ratchet & Clank: All 4 One","PlayStation 3 [EU]","","No","No","No","No","","0000-00-00","2020-09-17 08:15:21",
"55193","Ratchet & Clank: Nexus","PlayStation 3 [EU]","","No","No","No","No","","0000-00-00","2020-10-02 09:10:03",
"35486","Ratchet & Clank: Qforce","PlayStation 3 [EU]","","No","No","No","No","","0000-00-00","2020-10-07 08:55:49",
"35487","Ratchet & Clank: Quest for Booty","PlayStation 3 [EU]","","No","No","No","No","","0000-00-00","2018-11-14 17:58:42",
"51763","Ratchet & Clank: Size Matters","PlayStation Portable [EU]","","No","No","No","No","","0000-00-00","2020-07-11 07:20:04",
"55209","Ratchet & Clank: Tools of Destruction","PlayStation 3 [EU]","","No","No","No","No","","0000-00-00","2018-11-24 11:49:44",
"42063","Ratchet: Gladiator","PlayStation 2 [EU]","","No","No","No","No","","0000-00-00","2015-04-15 17:39:36",
"61330","Rayman 10th Anniversary","PlayStation 2 [EU]","","No","No","No","No","","0000-00-00","2022-01-17 14:05:17",
"26694","Rayman Origins","PlayStation 3 [EU]","","No","No","No","No","","0000-00-00","2017-08-11 16:07:12",
"119413","Red Dead Redemption 2","PlayStation 4 [EU]","","No","No","No","No","","0000-00-00","2019-10-01 12:21:02",
"49010","Red Dead Redemption: Game of the Year Edition","Xbox 360 [EU]","","No","No","No","No","0.00","0000-00-00","2015-04-15 13:22:39",
"64993","Red Dead Revolver","Xbox [EU]","","No","No","No","No","","0000-00-00","2022-09-23 08:09:23",
"40113","Red Steel","Wii [EU]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2022-10-14 16:58:14",
"145807","Resident Evil 2 (2019)","PlayStation 4 [EU]","","No","No","No","No","","0000-00-00","2020-12-14 16:29:02",
"171130","Resident Evil 3 (2020)","PlayStation 4 [EU]","","No","No","No","No","","0000-00-00","2021-11-30 11:52:43",
"30288","Resident Evil 4 - Limited Edition","PlayStation 2 [EU]","","No","No","No","No","0.00","0000-00-00","2015-04-15 10:48:58",
"34143","Resident Evil 5 [NL]","Xbox 360 [EU]","","Yes","Yes","Yes","Yes","","0000-00-00","2016-10-26 07:41:29",
"32082","Resident Evil 6 [UK]","Xbox 360 [EU]","","No","No","No","No","","0000-00-00","2017-08-11 16:07:16",
"116607","Resident Evil 7: Biohazard (IS70006-01 / reviews cover)","PlayStation 4 [EU]","","No","No","No","No","","0000-00-00","2018-11-24 11:41:32",
"19673","Resident Evil: The Umbrella Chronicles (RVL-RBUP-UXP / white PEGI rating)","Wii [EU]","","No","No","No","No","","0000-00-00","2021-07-10 15:03:58",
"19210","Resistance 2","PlayStation 3 [EU]","","No","No","No","No","0.00","0000-00-00","2015-04-12 18:09:29",
"42768","Resistance 3","PlayStation 3 [EU]","","No","No","No","No","","0000-00-00","2020-07-11 07:19:35",
"39167","Resistance: Fall of Man","PlayStation 3 [EU]","","No","No","No","No","0.00","0000-00-00","2015-04-12 18:09:31",
"50465","Resonance of Fate","Xbox 360 [EU]","","No","No","No","No","0.00","0000-00-00","2015-04-15 13:27:34",
"49370","Revenge of Shinobi, The","Sega Mega Drive [EU]","","Yes","Yes","Yes","No","0.00","0000-00-00","2015-04-12 18:01:47",
"15630","Ridge Racer 7","PlayStation 3 [EU]","","No","No","No","No","","0000-00-00","2022-01-05 12:32:21",
"126676","Rise of the Tomb Raider: 20 Year Celebration","PlayStation 4 [EU]","","No","No","No","No","","0000-00-00","2021-05-27 12:26:45",
"49651","Ristar","Sega Mega Drive [EU]","","Yes","Yes","Yes","No","0.00","0000-00-00","2015-04-12 18:01:38",
"208429","Rocket Knight","Xbox Games Store (X360) [EU]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2021-11-08 09:39:14",
"33916","Samba de Amigo","Wii [EU]","","No","No","No","No","0.00","0000-00-00","2015-04-12 18:24:29",
"53265","Scarface: The World Is Yours - Collector's Edition","PlayStation 2 [EU]","","No","No","No","No","0.00","0000-00-00","2015-04-15 10:47:32",
"54040","Schtroumpfs Autour du Monde, Les","Sega Mega Drive [EU]","","No","No","No","No","0.00","0000-00-00","2015-04-15 09:59:54",
"130159","Secret Agent Clank","PlayStation Portable [EU]","","No","No","No","No","","0000-00-00","2019-12-14 16:34:04",
"39140","Sega GT","Sega Dreamcast [EU]","","No","No","No","No","","0000-00-00","2021-02-03 09:00:27",
"74697","Sega GT 2002 / Jet Set Radio Future","Xbox [EU]","","No","No","No","No","0.00","0000-00-00","2015-04-12 18:05:48",
"48037","Sega Rally","Xbox 360 [EU]","","No","No","No","No","","0000-00-00","2020-09-03 08:19:02",
"24285","Sega Rally Championship","Sega Saturn [EU]","","No","No","No","No","0.00","0000-00-00","2015-04-12 18:20:49",
"39590","Sega Rally Championship 2","Sega Dreamcast [EU]","","No","No","No","No","","0000-00-00","2020-09-03 08:18:46",
"62730","Sega Superstars","PlayStation 2 [EU]","","No","No","No","No","","0000-00-00","2015-04-13 14:45:06",
"60940","Sega Superstars Tennis","Xbox 360 [EU]","","No","No","No","No","","0000-00-00","2015-04-13 14:45:06",
"58118","Shadow Complex","Xbox Games Store (X360) [EU]","","No","No","No","No","","0000-00-00","2023-08-30 06:18:06",
"49655","Shadow Dancer: The Secret of Shinobi","Sega Mega Drive [EU]","","Yes","Yes","Yes","No","0.00","0000-00-00","2015-04-12 18:01:43",
"15213","Shadow Hearts: From the New World","PlayStation 2 [EU]","","No","No","No","No","","0000-00-00","2015-04-12 18:13:50",
"127103","Shadow of the Colossus","PlayStation 4 [EU]","","No","No","No","No","","0000-00-00","2018-11-24 11:42:52",
"34838","Shadow of the Colossus (slipcover)","PlayStation 2 [EU]","","No","No","No","No","","0000-00-00","2015-04-12 18:13:50",
"141791","Shadow of the Tomb Raider","PlayStation 4 [EU]","","No","No","No","No","","0000-00-00","2021-09-24 12:44:32",
"31632","Shadow the Hedgehog","PlayStation 2 [EU]","","No","No","No","No","","0000-00-00","2015-04-12 18:13:50",
"31979","Shadows of the Damned","Xbox 360 [EU]","","No","No","No","No","0.00","0000-00-00","2015-04-15 13:21:23",
"18503","Shenmue","Sega Dreamcast [EU]","","No","No","No","No","","0000-00-00","2015-04-12 15:20:45",
"143749","Shenmue I & II","PlayStation 4 [EU]","","No","No","No","No","","0000-00-00","2020-12-03 15:14:35",
"17583","Shenmue II","Sega Dreamcast [EU]","","No","No","No","No","","0000-00-00","2015-04-12 15:20:45",
"19772","Shenmue II","Xbox [EU]","","No","No","No","No","","0000-00-00","2015-04-12 15:20:45",
"98877","Shenmue III - Day 1 Edition","PlayStation 4 [EU]","","No","No","No","No","","0000-00-00","2020-12-04 11:13:00",
"15211","Shin Megami Tensei: Persona 3 FES","PlayStation 2 [EU]","","No","No","No","No","0.00","0000-00-00","2015-04-15 13:15:47",
"49117","Shinobi","PlayStation 2 [EU]","","No","No","No","No","0.00","0000-00-00","2015-04-15 17:35:13",
"76604","Shoot, The [UK]","PlayStation 3 [EU]","","No","No","No","No","","0000-00-00","2022-04-25 18:39:09",
"131028","Sine Mora EX","PlayStation 4 [EU]","","No","No","No","No","","0000-00-00","2022-01-03 14:05:31",
"41609","SingStar","PlayStation 2 [EU]","","No","No","No","No","0.00","0000-00-00","2015-04-15 17:38:16",
"70993","SingStar: Best of Disney","PlayStation 2 [EU]","","No","No","No","No","0.00","0000-00-00","2015-04-15 17:38:19",
"46131","Skate 2","PlayStation 3 [EU]","","No","No","No","No","","0000-00-00","2024-08-24 17:57:15",
"15733","Skate 3 [NL][BE]","PlayStation 3 [EU]","","No","No","No","No","","0000-00-00","2018-05-19 19:46:51",
"34435","Sly 2: Band of Thieves","PlayStation 2 [EU]","","No","No","No","No","","0000-00-00","2015-04-15 17:39:03",
"34436","Sly 3: Honor Among Thieves","PlayStation 2 [EU]","","No","No","No","No","","0000-00-00","2015-04-15 17:39:03",
"67448","Sly Cooper: Thieves In Time","PlayStation 3 [EU]","","No","No","No","No","","0000-00-00","2020-07-11 07:19:39",
"34434","Sly Raccoon [SE][DK][FI][NO]","PlayStation 2 [EU]","","No","No","No","No","","0000-00-00","2015-04-15 17:39:03",
"127999","Smash Court Tennis Pro Tournament 2","PlayStation 2 [EU]","","No","No","No","No","","0000-00-00","2024-08-24 17:56:36",
"38785","SOCOM II: U.S. Navy Seals","PlayStation 2 [EU]","","No","No","No","No","0.00","0000-00-00","2015-04-15 17:40:02",
"39765","Sonic & All-Stars Racing Transformed - Limited Edition","Xbox 360 [EU]","","No","No","No","No","","0000-00-00","2019-07-12 10:03:25",
"30266","Sonic & Knuckles (1563-50, black insert)","Sega Mega Drive [EU]","","No","No","No","No","","0000-00-00","2015-04-12 17:57:34",
"50248","Sonic & Sega All-Stars Racing with Banjo-Kazooie [UK]","Xbox 360 [EU]","","No","No","No","No","","0000-00-00","2015-04-12 15:37:37",
"30814","Sonic 3","Sega Mega Drive [EU]","","No","No","No","No","","0000-00-00","2015-04-12 17:57:34",
"24291","Sonic 3D: Flickies Island","Sega Saturn [EU]","","No","No","No","No","","0000-00-00","2015-04-12 18:20:39",
"49367","Sonic 3D: Flickies' Island","Sega Mega Drive [EU]","","No","No","No","No","","0000-00-00","2015-04-12 17:57:34",
"49569","Sonic Advance","Game Boy Advance [EU]","","No","No","No","No","","0000-00-00","2021-06-17 11:52:23",
"49570","Sonic Advance 2","Game Boy Advance [EU]","None","Yes","Yes","Yes","No","0.00","0000-00-00","2015-04-12 15:23:44",
"48738","Sonic Advance 3","Game Boy Advance [EU]","None","Yes","Yes","Yes","No","0.00","0000-00-00","2015-04-12 15:23:44",
"39598","Sonic Adventure","Sega Dreamcast [EU]","","No","No","No","No","","0000-00-00","2015-04-12 18:15:25",
"39599","Sonic Adventure 2","Sega Dreamcast [EU]","","No","No","No","No","0.00","0000-00-00","2015-04-12 15:00:27",
"23506","Sonic Adventure 2 Birthday Pack","Sega Dreamcast [JP]","","No","No","No","No","0.00","0000-00-00","2015-04-12 15:00:23",
"41943","Sonic Adventure 2: Battle","GameCube [EU]","","No","No","No","No","0.00","0000-00-00","2015-04-12 15:00:06",
"42920","Sonic Adventure DX: Director's Cut","GameCube [EU]","","No","No","No","No","0.00","0000-00-00","2015-04-12 15:00:11",
"52477","Sonic and the Black Knight","Wii [EU]","","No","No","No","No","","0000-00-00","2015-10-15 13:57:19",
"47006","Sonic and the Secret Rings","Wii [EU]","","No","No","No","No","","0000-00-00","2015-10-15 13:57:24",
"49571","Sonic Battle","Game Boy Advance [EU]","","No","No","No","No","","0000-00-00","2023-04-19 12:28:42",
"112831","Sonic Boom: Fire & Ice","Nintendo 3DS [EU]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2022-02-17 12:03:08",
"72162","Sonic Boom: Rise of Lyric","Wii U [EU]","","No","No","No","No","","0000-00-00","2022-10-19 17:34:50",
"104950","Sonic Boom: Shattered Crystal","Nintendo 3DS [EU]","","No","No","No","No","","0000-00-00","2022-12-22 13:08:39",
"46161","Sonic CD","Sega Mega CD [EU]","","Yes","Yes","Yes","No","0.00","0000-00-00","2015-04-12 17:55:45",
"32421","Sonic Chaos","Sega Master System [EU]","","No","No","No","No","","0000-00-00","2015-04-13 14:19:27",
"52556","Sonic Chronicles: The Dark Brotherhood","Nintendo DS [EU]","","Yes","Yes","Yes","Yes","","0000-00-00","2019-07-12 10:03:38",
"81825","Sonic Classic Collection - Edición Limitada","Nintendo DS [EU]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2015-04-12 17:40:59",
"33918","Sonic Colours","Wii [EU]","","No","No","No","No","","0000-00-00","2015-10-15 13:57:27",
"52554","Sonic Colours","Nintendo DS [EU]","","No","No","No","No","","0000-00-00","2023-09-12 13:09:49",
"201139","Sonic Colours: Ultimate","PlayStation 4 [EU]","","No","No","No","No","","0000-00-00","2023-03-15 20:37:28",
"49368","Sonic Compilation","Sega Mega Drive [EU]","","No","No","No","No","","0000-00-00","2015-04-12 17:57:34",
"131701","Sonic Forces","PlayStation 4 [EU]","","No","No","No","No","","0000-00-00","2017-11-10 05:48:35",
"80885","Sonic Free Riders","Xbox 360 [EU]","","No","No","No","No","","0000-00-00","2019-09-02 14:30:54",
"213474","Sonic Frontiers","PlayStation 5 [EU]","","No","No","No","No","","0000-00-00","2023-06-22 17:30:15",
"19645","Sonic Gems Collection","PlayStation 2 [EU]","","No","No","No","No","","0000-00-00","2015-04-12 18:13:26",
"31690","Sonic Generations","Nintendo 3DS [EU]","","No","No","No","No","","0000-00-00","2023-08-02 13:10:45",
"67998","Sonic Generations - Collector's Edition","Xbox 360 [EU]","","No","No","No","No","","0000-00-00","2015-04-12 15:37:37",
"59172","Sonic Heroes","PlayStation 2 [EU]","","No","No","No","No","","0000-00-00","2015-04-12 18:13:26",
"33223","Sonic Jam","Sega Saturn [EU]","","No","No","No","No","","0000-00-00","2015-04-12 18:20:39",
"115655","Sonic Mania - Collector's Edition","PlayStation 4 [EU]","","No","No","No","No","","0000-00-00","2017-11-05 17:19:07",
"147252","Sonic Mania Plus","PlayStation 4 [EU]","","No","No","No","No","","0000-00-00","2018-11-07 18:46:29",
"54604","Sonic Mega Collection","GameCube [EU]","","No","No","No","No","","0000-00-00","2015-04-12 15:01:45",
"20704","Sonic Mega Collection Plus","PlayStation 2 [EU]","","No","No","No","No","","0000-00-00","2015-04-12 15:01:45",
"238480","Sonic Origins Plus","PlayStation 5 [EU]","","No","No","No","No","","0000-00-00","2023-06-26 10:38:57",
"81822","Sonic Pinball Party","Game Boy Advance [EU]","None","Yes","Yes","Yes","No","0.00","0000-00-00","2015-04-12 15:50:06",
"33225","Sonic R","Sega Saturn [EU]","","No","No","No","No","","0000-00-00","2015-04-12 18:20:39",
"19643","Sonic Riders","PlayStation 2 [EU]","","No","No","No","No","","0000-00-00","2015-04-12 18:13:26",
"43938","Sonic Riders: Zero Gravity","PlayStation 2 [EU]","","No","No","No","No","","0000-00-00","2015-04-12 18:13:26",
"59417","Sonic Rivals [SE][FI]","PlayStation Portable [EU]","","Yes","Yes","Yes","No","0.00","0000-00-00","2015-04-12 17:52:45",
"71222","Sonic Rivals 2","PlayStation Portable [EU]","","Yes","Yes","Yes","Yes","","0000-00-00","2016-10-26 07:41:35",
"32592","Sonic Rush","Nintendo DS [EU]","","No","No","No","No","","0000-00-00","2015-04-12 15:34:52",
"62125","Sonic Rush Adventure","Nintendo DS [EU]","","No","No","No","No","","0000-00-00","2015-04-12 15:34:52",
"49434","Sonic Shuffle","Sega Dreamcast [EU]","","No","No","No","No","","0000-00-00","2015-04-12 18:15:25",
"19783","Sonic Spinball","Sega Mega Drive [EU]","","No","No","No","No","","0000-00-00","2015-04-12 17:57:34",
"246941","Sonic Superstars","PlayStation 5 [EU]","","No","No","No","No","","0000-00-00","2023-10-20 14:08:35",
"16479","Sonic The Hedgehog","Sega Master System [EU]","","No","No","No","No","","0000-00-00","2015-04-13 14:19:27",
"77012","Sonic the Hedgehog","Xbox 360 [EU]","","No","No","No","No","","0000-00-00","2015-04-12 15:37:37",
"19785","Sonic the Hedgehog (Made in China)","Sega Mega Drive [EU]","","No","No","No","No","","0000-00-00","2015-04-12 17:57:34",
"15299","Sonic the Hedgehog 2","Sega Master System [EU]","","No","No","No","No","","0000-00-00","2015-04-13 14:19:27",
"19786","Sonic the Hedgehog 2 (Made in Japan)","Sega Mega Drive [EU]","","No","No","No","No","","0000-00-00","2015-04-12 17:57:34",
"58119","Sonic the Hedgehog 4: Episode I","Xbox Games Store (X360) [EU]","","No","No","No","No","","0000-00-00","2017-01-26 19:31:03",
"58120","Sonic the Hedgehog 4: Episode II","Xbox Games Store (X360) [EU]","","No","No","No","No","","0000-00-00","2017-01-26 19:31:03",
"66153","Sonic Unleashed (INL-XT206601-UK)","Xbox 360 [EU]","","No","No","No","No","","0000-00-00","2015-04-12 15:37:37",
"52476","Sonic: Lost World","Nintendo 3DS [EU]","","No","No","No","No","","0000-00-00","2024-04-05 13:58:25",
"79652","Sonic: Lost World","Wii U [EU]","","No","No","No","No","","0000-00-00","2022-01-12 09:00:19",
"54979","SonicN [ES]","N-Gage [EU]","","No","No","No","No","","0000-00-00","2015-04-12 15:21:42",
"59407","Sorcery","PlayStation 3 [EU]","","No","No","No","No","","0000-00-00","2021-10-25 13:33:41",
"32656","Soul Blade","PlayStation [EU]","","No","No","No","No","","0000-00-00","2015-04-13 14:42:20",
"124931","SoulCalibur","Sega Dreamcast [EU]","","No","No","No","No","0.00","0000-00-00","2015-04-12 18:18:15",
"46886","SoulCalibur II","PlayStation 2 [EU]","","No","No","No","No","","0000-00-00","2015-04-15 13:17:50",
"20703","SoulCalibur III","PlayStation 2 [EU]","","No","No","No","No","","0000-00-00","2015-04-15 13:17:50",
"123523","SoulCalibur IV","PlayStation 3 [EU]","","No","No","No","No","","0000-00-00","2021-02-08 10:08:35",
"23460","SoulCalibur V","PlayStation 3 [EU]","","No","No","No","No","","0000-00-00","2021-06-30 11:49:24",
"140566","SoulCalibur VI","PlayStation 4 [EU]","","No","No","No","No","","0000-00-00","2020-04-17 14:44:45",
"69520","SoulCalibur: Broken Destiny","PlayStation Portable [EU]","","No","No","No","No","","0000-00-00","2020-11-16 09:15:03",
"106213","South Park: The Fractured But Whole","PlayStation 4 [EU]","","No","No","No","No","","0000-00-00","2022-12-16 14:16:16",
"62167","South Park: The Stick of Truth","PlayStation 3 [EU]","","No","No","No","No","","0000-00-00","2023-07-12 12:37:43",
"45746","Space Gun","Sega Master System [EU]","","No","No","No","No","","0000-00-00","2015-04-13 14:22:53",
"48047","Spec Ops: The Line","Xbox 360 [EU]","","No","No","No","No","","0000-00-00","2022-09-23 08:10:05",
"63547","Spider-Man - Platinum","PlayStation [EU]","","No","No","No","No","0.00","0000-00-00","2015-04-15 10:15:56",
"38786","Spider-Man 2","PlayStation 2 [EU]","","No","No","No","No","","0000-00-00","2021-10-25 13:32:54",
"38789","Spider-Man: The Movie","PlayStation 2 [EU]","","No","No","No","No","","0000-00-00","2020-11-18 13:31:07",
"55369","Split/Second: Velocity","Xbox 360 [EU]","","No","No","No","No","","0000-00-00","2022-02-25 09:12:48",
"19265","Spyro 2: Gateway to Glimmer","PlayStation [EU]","","No","No","No","No","0.00","0000-00-00","2015-04-15 10:12:04",
"142255","Spyro Reignited Trilogy","PlayStation 4 [EU]","","No","No","No","No","","0000-00-00","2020-06-03 14:58:04",
"31605","Spyro: A Hero's Tail","PlayStation 2 [EU]","","No","No","No","No","","0000-00-00","2021-07-29 09:21:18",
"30297","Spyro: Enter the Dragonfly","PlayStation 2 [EU]","","No","No","No","No","","0000-00-00","2021-02-18 08:36:52",
"87814","Spyro: Shadow Legacy","Nintendo DS [EU]","","No","No","No","No","","0000-00-00","2022-02-03 08:59:20",
"92603","Star Wars Battlefront","PlayStation 4 [EU]","","No","No","No","No","","0000-00-00","2017-05-18 12:44:18",
"186325","Star Wars Battlefront II [FR][NL]","PlayStation 4 [EU]","","No","No","No","No","","0000-00-00","2020-06-18 12:48:08",
"201923","Star Wars Jedi: Fallen Order","PlayStation 5 [EU]","","No","No","No","No","","0000-00-00","2021-12-04 13:21:55",
"71845","Street Fighter IV - Collector's Edition [CH][DE]","Xbox 360 [EU]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2015-10-10 10:55:44",
"80461","Street Fighter V","PlayStation 4 [EU]","","No","No","No","No","","0000-00-00","2017-05-18 12:44:07",
"136860","Street Fighter X Tekken [FR]","PlayStation 3 [EU]","","No","No","No","No","","0000-00-00","2020-10-09 08:44:16",
"178426","Streets of Rage 4","PlayStation 4 [EU]","","Yes","Yes","Yes","Yes","","0000-00-00","2020-07-29 08:38:04",
"32241","Streets of Rage II","Sega Mega Drive [EU]","","Yes","Yes","Yes","No","0.00","0000-00-00","2015-04-12 17:58:39",
"78143","Stuart Little 2","PlayStation [EU]","","No","No","No","No","0.00","0000-00-00","2015-04-15 10:14:07",
"130398","Super Dragon Ball Z","PlayStation 2 [EU]","","No","No","No","No","","0000-00-00","2023-01-12 13:09:05",
"185615","Super Mario 3D World + Bowser's Fury","Nintendo Switch [EU]","","No","No","No","No","","0000-00-00","2024-12-21 06:45:06",
"41530","Super Mario All-Stars: 25th Anniversary Edition","Wii [EU]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2015-04-13 14:29:29",
"246564","Super Mario Bros. Wonder","Nintendo Switch [EU]","","No","No","No","No","","0000-00-00","2023-10-20 14:08:50",
"117945","Super Mario Odyssey","Nintendo Switch [EU]","","No","No","No","No","","0000-00-00","2023-05-01 09:36:13",
"246566","Super Mario RPG","Nintendo Switch [EU]","","No","No","No","No","","0000-00-00","2024-04-15 09:13:24",
"77048","Super Smash Bros. - Sonic the Hedgehog","Amiibo Figures [EU]","","Yes","Yes","Yes","Yes","12.99","2015-03-08","2015-04-12 18:29:13",
"19676","Super Smash Bros. Brawl","Wii [EU]","","No","No","No","No","","0000-00-00","2018-11-14 17:51:09",
"66676","Super Smash Bros. for Nintendo 3DS","Nintendo 3DS [EU]","","No","No","No","No","","0000-00-00","2024-05-10 08:07:24",
"44020","Syphon Filter 2","PlayStation [EU]","","No","No","No","No","","0000-00-00","2021-04-29 16:42:07",
"145332","Syphon Filter: Dark Mirror [FR]","PlayStation Portable [EU]","","No","No","No","No","","0000-00-00","2020-07-11 07:20:10",
