"VGC id","Name","Platform","Notes","Cart","Box","Manual","Other","Purchased Price","Purchased Date","Added",
"60943","'Splosion Man","Xbox Games Store (X360) [EU]","","No","No","No","No","","0000-00-00","2017-01-24 19:13:17",
"180532","13 Sentinels: Aegis Rim","PlayStation 4 [EU]","","No","No","No","No","","0000-00-00","2022-04-29 08:40:28",
"51882","1945 I & II: The Arcade Games","PlayStation 2 [EU]","","No","No","No","No","0.00","0000-00-00","2015-04-15 17:10:04",
"55700","24: The Game - Steelbook Edition","PlayStation 2 [EU]","","No","No","No","No","0.00","0000-00-00","2015-04-15 13:13:25",
"19326","3rd Birthday, The - Twisted Edition","PlayStation Portable [EU]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2015-04-12 17:52:54",
"65376","Action Man: Destruction X","PlayStation [EU]","","No","No","No","No","0.00","0000-00-00","2015-04-15 10:08:41",
"63711","After Burner Climax","Xbox Games Store (X360) [EU]","","No","No","No","No","","0000-00-00","2017-01-24 19:15:13",
"42132","Akai Katana","Xbox 360 [EU]","","No","No","No","No","","0000-00-00","2015-04-23 05:06:46",
"47588","Alan Wake - Limited Collector's Edition (K3F00004)","Xbox 360 [EU]","","No","No","No","No","0.00","0000-00-00","2015-04-13 14:52:14",
"102833","Alan Wake's American Nightmare","Xbox Games Store (X360) [EU]","","No","No","No","No","","0000-00-00","2022-12-16 14:17:15",
"81060","Alone in the Dark - Limited Edition [AT][CH][DE]","Xbox 360 [EU]","","No","No","No","No","0.00","0000-00-00","2015-04-13 14:50:46",
"30316","Altered Beast","Sega Mega Drive [EU]","","Yes","Yes","Yes","No","0.00","0000-00-00","2015-04-12 18:01:51",
"41374","Altered Beast","PlayStation 2 [EU]","","No","No","No","No","0.00","0000-00-00","2015-04-15 17:10:10",
"81610","Anarchy Reigns - Limited Edition","Xbox 360 [EU]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2015-04-12 17:34:36",
"42900","Arcade Smash Hits","Sega Master System [EU]","","No","No","No","No","","0000-00-00","2015-04-13 14:22:09",
"72144","Assassin's Creed","Nintendo DS [EU]","","No","No","No","No","","0000-00-00","2022-02-17 09:55:05",
"124306","Assassin's Creed","Xbox 360 [EU]","","No","No","No","No","","0000-00-00","2015-11-02 09:42:52",
"97119","Assassin's Creed Chronicles","PlayStation 4 [EU]","","No","No","No","No","0.00","0000-00-00","2017-05-18 12:44:48",
"85293","Assassin's Creed II","Xbox 360 [EU]","","No","No","No","No","","0000-00-00","2015-11-02 09:43:04",
"20199","Assassin's Creed II: Discovery","Nintendo DS [EU]","","No","No","No","No","","0000-00-00","2022-02-25 09:12:18",
"34652","Assassin's Creed III","Xbox 360 [EU]","","No","No","No","No","","0000-00-00","2015-11-02 09:43:07",
"47723","Assassin's Creed III: Liberation","PlayStation Vita [EU]","","No","No","No","No","","0000-00-00","2022-02-23 08:36:22",
"74150","Assassin's Creed IV: Black Flag [NL]","Xbox 360 [EU]","","No","No","No","No","","0000-00-00","2019-09-02 14:32:10",
"151572","Assassin's Creed Odyssey","PlayStation 4 [EU]","","No","No","No","No","","0000-00-00","2020-06-09 13:42:48",
"137012","Assassin's Creed Origins (300096480)","PlayStation 4 [EU]","","No","No","No","No","","0000-00-00","2020-06-09 13:42:51",
"212926","Assassin's Creed Rogue [ES]","Xbox 360 [EU]","","No","No","No","No","","0000-00-00","2019-09-01 06:02:34",
"86733","Assassin's Creed Syndicate","PlayStation 4 [EU]","","No","No","No","No","","0000-00-00","2020-05-27 11:20:38",
"69063","Assassin's Creed Unity - Special Edition","PlayStation 4 [EU]","","No","No","No","No","","0000-00-00","2020-06-09 13:42:54",
"186341","Assassin's Creed Valhalla","PlayStation 5 [EU]","","No","No","No","No","","0000-00-00","2023-03-15 20:35:33",
"18178","Assassin's Creed: Bloodlines","PlayStation Portable [EU]","","No","No","No","No","","0000-00-00","2018-11-24 11:51:29",
"20208","Assassin's Creed: Brotherhood","Xbox 360 [EU]","","No","No","No","No","","0000-00-00","2015-11-02 09:43:09",
"50447","Assassin's Creed: Revelations - Special Edition","Xbox 360 [EU]","","No","No","No","No","","0000-00-00","2015-11-02 09:43:11",
"66847","Asura's Wrath","Xbox 360 [EU]","","No","No","No","No","","0000-00-00","2022-03-26 10:11:16",
"199116","Balan Wonderworld","PlayStation 4 [EU]","","No","No","No","No","","0000-00-00","2021-09-24 12:45:00",
"49027","Band Hero - Band Kit","Xbox 360 [EU]","","No","No","No","No","","0000-00-00","2015-04-12 15:36:48",
"235621","Baten Kaitos I & II HD Remaster [UK]","Nintendo Switch [EU]","","No","No","No","No","","0000-00-00","2023-09-16 16:53:39",
"20428","Batman: Arkham Asylum (Villain Challenge Map)","Xbox 360 [EU]","","No","No","No","No","","0000-00-00","2017-03-09 20:07:29",
"41451","Batman: Arkham City [UK]","Xbox 360 [EU]","","No","No","No","No","","0000-00-00","2017-03-09 20:05:52",
"53941","Batman: Arkham Origins [DK][FI][NO][SE]","Xbox 360 [EU]","","No","No","No","No","","0000-00-00","2023-04-21 08:53:06",
"48876","Battlefield 3","PlayStation 3 [EU]","","No","No","No","No","0.00","0000-00-00","2015-04-12 18:09:12",
"47589","Bayonetta - Climax Edition","Xbox 360 [EU]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2015-04-12 17:34:02",
"136444","Bayonetta 2","Nintendo Switch [EU]","","No","No","No","No","","0000-00-00","2023-01-27 12:48:10",
"179026","Bayonetta 3","Nintendo Switch [EU]","","No","No","No","No","","0000-00-00","2023-04-17 07:31:21",
"237572","Bayonetta Origins: Cereza and the Lost Demon","Nintendo Switch [EU]","","No","No","No","No","","0000-00-00","2024-04-14 14:11:23",
"45492","Beatles, The: Rock Band","Xbox 360 [EU]","","No","No","No","No","0.00","0000-00-00","2015-04-15 13:33:27",
"64777","Beyblade: Let it Rip!","PlayStation [EU]","","No","No","No","No","","0000-00-00","2015-04-13 14:42:20",
"81826","Beyblade: Metal Fusion Cyber Pegasus","Nintendo DS [EU]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2015-04-12 17:44:13",
"48944","Beyond Good & Evil","Xbox [EU]","","No","No","No","No","0.00","0000-00-00","2015-04-12 18:05:34",
"55222","Beyond: Two Souls","PlayStation 3 [EU]","","No","No","No","No","","0000-00-00","2017-02-09 07:38:42",
"39626","Binary Domain","Xbox 360 [EU]","","No","No","No","No","","0000-00-00","2023-08-29 18:34:04",
"147071","BioShock","Xbox 360 [EU]","","No","No","No","No","","0000-00-00","2021-02-15 09:54:51",
"34079","BioShock 2 - Special Edition","Xbox 360 [EU]","","No","No","No","No","0.00","0000-00-00","2015-04-13 14:52:38",
"51805","Black","Xbox [EU]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2022-12-10 07:26:57",
"34080","BlazBlue: Calamity Trigger - Limited Edition","Xbox 360 [EU]","","No","No","No","No","","0000-00-00","2015-04-13 14:50:12",
"50448","BlazBlue: Continuum Shift - Limited Edition","Xbox 360 [EU]","","No","No","No","No","","0000-00-00","2015-04-13 14:50:12",
"81976","BlazBlue: Continuum Shift Extend - Limited Edition","Xbox 360 [EU]","","No","No","No","No","0.00","0000-00-00","2015-04-15 13:40:10",
"50396","Blinx: The Time Sweeper","Xbox [EU]","","No","No","No","No","0.00","0000-00-00","2015-04-12 18:04:06",
"80679","Bloodborne","PlayStation 4 [EU]","","No","No","No","No","","0000-00-00","2020-05-27 11:20:42",
"19026","Blue Dragon","Xbox 360 [EU]","","No","No","No","No","","0000-00-00","2021-07-28 08:31:49",
"47871","Blur","Xbox 360 [EU]","","No","No","No","No","","0000-00-00","2022-04-02 07:59:08",
"57913","Braid","Xbox Games Store (X360) [EU]","","No","No","No","No","","0000-00-00","2023-08-24 15:52:20",
"47876","Brütal Legend","Xbox 360 [EU]","","No","No","No","No","0.00","0000-00-00","2015-04-15 10:40:19",
"46100","Bugs Bunny: Lost in Time","PlayStation [EU]","","No","No","No","No","","0000-00-00","2021-07-07 13:53:41",
"31581","Burnout 3: Takedown","PlayStation 2 [EU]","","No","No","No","No","0.00","0000-00-00","2015-04-15 17:15:21",
"49495","Bust-A-Move 3 DX","PlayStation [EU]","","No","No","No","No","0.00","0000-00-00","2015-04-13 14:42:24",
"81988","Call of Duty 4: Modern Warfare - Limited Collector's Edition","Xbox 360 [EU]","","No","No","No","No","0.00","0000-00-00","2015-04-15 13:50:12",
"65458","Call Of Duty: Classic","Xbox Games Store (X360) [EU]","","No","No","No","No","","0000-00-00","2021-08-19 08:44:09",
"81990","Call of Duty: Modern Warfare 2 - Hardened Edition","Xbox 360 [EU]","","No","No","No","No","0.00","0000-00-00","2015-04-15 13:51:19",
"42057","Canis Canem Edit","PlayStation 2 [EU]","","No","No","No","No","","0000-00-00","2020-11-04 09:33:16",
"141091","Captain Toad: Treasure Tracker","Nintendo Switch [EU]","","No","No","No","No","","0000-00-00","2024-03-06 16:47:13",
"181266","Captain Tsubasa: Rise of New Champions","PlayStation 4 [EU]","","No","No","No","No","","0000-00-00","2022-08-27 13:24:33",
"57914","Castle Crashers","Xbox Games Store (X360) [EU]","","No","No","No","No","","0000-00-00","2017-01-24 19:14:52",
"172663","Castlevania: Lords of Shadow - Mirror of Fate HD","Xbox Games Store (X360) [EU]","","No","No","No","No","","0000-00-00","2021-08-19 08:44:29",
"66408","Catherine - Stray Sheep Edition","Xbox 360 [EU]","","No","No","No","No","0.00","0000-00-00","2015-04-13 14:54:03",
"33634","Chaos Legion","PlayStation 2 [EU]","","No","No","No","No","0.00","0000-00-00","2015-04-15 17:14:45",
"32195","Child of Eden","Xbox 360 [EU]","","No","No","No","No","","0000-00-00","2017-08-11 16:06:05",
"33038","Christmas Nights into Dreams... (jewel case)","Sega Saturn [EU]","","No","No","No","No","","0000-00-00","2015-04-12 18:19:19",
"39133","ChuChu Rocket!","Sega Dreamcast [EU]","","No","No","No","No","0.00","0000-00-00","2015-04-12 18:17:33",
"49640","Classic Collection","Sega Mega Drive [EU]","","Yes","Yes","Yes","No","0.00","0000-00-00","2015-04-12 18:02:02",
"49608","Clockwork Knight","Sega Saturn [EU]","","No","No","No","No","","0000-00-00","2015-04-12 18:19:07",
"43394","Clockwork Knight 2","Sega Saturn [EU]","","No","No","No","No","","0000-00-00","2015-04-12 18:19:07",
"153862","Code Vein","PlayStation 4 [EU]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2020-12-29 12:42:41",
"39097","Comix Zone","Sega Mega Drive [EU]","","Yes","Yes","Yes","No","0.00","0000-00-00","2015-04-12 18:01:58",
"168126","Concrete Genie","PlayStation 4 [EU]","","No","No","No","No","","0000-00-00","2020-04-17 14:44:22",
"46452","Conduit, The - Special Edition","Wii [EU]","","No","No","No","No","0.00","0000-00-00","2015-04-13 14:27:40",
"19379","Crash Bandicoot","PlayStation [EU]","","No","No","No","No","","0000-00-00","2015-04-13 14:33:15",
"19380","Crash Bandicoot 3: Warped","PlayStation [EU]","","No","No","No","No","","0000-00-00","2020-11-03 09:39:20",
"116603","Crash Bandicoot N. Sane Trilogy","PlayStation 4 [EU]","","No","No","No","No","","0000-00-00","2017-11-10 05:49:04",
"31538","Crash Bandicoot: The Wrath of Cortex","PlayStation 2 [EU]","","No","No","No","No","","0000-00-00","2020-12-03 08:57:23",
"62680","Crash Bash - Platinum","PlayStation [EU]","","No","No","No","No","","0000-00-00","2015-04-13 14:33:15",
"90979","Crash Boom Bang!","Nintendo DS [EU]","","No","No","No","No","","0000-00-00","2021-02-15 09:53:51",
"31592","Crash Nitro Kart","PlayStation 2 [EU]","","No","No","No","No","","0000-00-00","2021-01-20 09:06:06",
"82005","Crash of the Titans - Monster Edition","PlayStation 2 [EU]","","No","No","No","No","0.00","0000-00-00","2015-04-15 17:22:10",
"31536","Crash Tag Team Racing","PlayStation 2 [EU]","","No","No","No","No","","0000-00-00","2015-04-15 13:14:53",
"154129","Crash Team Racing: Nitro-Fueled","PlayStation 4 [EU]","","No","No","No","No","","0000-00-00","2019-12-07 12:19:50",
"31537","Crash Twinsanity","PlayStation 2 [EU]","","No","No","No","No","","0000-00-00","2015-04-15 13:14:53",
"60063","Crash: Mind over Mutant","PlayStation 2 [EU]","","No","No","No","No","","0000-00-00","2015-04-15 13:14:53",
"39135","Crazy Taxi","Sega Dreamcast [EU]","","No","No","No","No","","0000-00-00","2021-04-29 16:42:20",
"32679","Crisis Zone","PlayStation 2 [EU]","","No","No","No","No","","0000-00-00","2021-07-29 09:21:06",
"46217","Dark Chronicle","PlayStation 2 [EU]","","No","No","No","No","0.00","0000-00-00","2015-04-15 13:41:55",
"183249","Dark Souls Trilogy","PlayStation 4 [EU]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2022-11-30 16:43:19",
"39986","Darksiders [BE][NL]","Xbox 360 [EU]","","No","No","No","No","","0000-00-00","2016-10-26 07:41:02",
"30885","Darksiders II","Xbox 360 [EU]","","No","No","No","No","","0000-00-00","2016-10-26 07:41:07",
"41319","Daxter [DK][FI][NO][SE]","PlayStation Portable [EU]","","Yes","Yes","Yes","No","0.00","0000-00-00","2015-04-12 17:49:02",
"119409","Days Gone","PlayStation 4 [EU]","","No","No","No","No","","0000-00-00","2020-12-03 15:13:04",
"24287","Daytona USA","Sega Saturn [EU]","","No","No","No","No","0.00","0000-00-00","2015-04-12 18:20:45",
"49426","Daytona USA 2001","Sega Dreamcast [EU]","","No","No","No","No","0.00","0000-00-00","2015-04-12 18:17:35",
"116604","Death Stranding","PlayStation 4 [EU]","","No","No","No","No","","0000-00-00","2020-12-03 15:13:08",
"22035","Deathsmiles - Deluxe Edition","Xbox 360 [EU]","","No","No","No","No","0.00","0000-00-00","2015-04-12 15:04:11",
"34932","Demon's Souls - Black Phantom Edition","PlayStation 3 [EU]","","No","No","No","No","0.00","0000-00-00","2015-04-12 18:09:14",
"116605","Detroit: Become Human","PlayStation 4 [EU]","","No","No","No","No","","0000-00-00","2018-11-24 11:40:58",
"51252","Devil Dice","PlayStation [EU]","","No","No","No","No","0.00","0000-00-00","2015-04-13 14:38:37",
"30300","Devil May Cry","PlayStation 2 [EU]","","No","No","No","No","","0000-00-00","2015-04-12 15:16:01",
"32190","Devil May Cry 2","PlayStation 2 [EU]","","No","No","No","No","","0000-00-00","2015-04-12 15:16:01",
"34439","Devil May Cry 3: Dante's Awakening: Special Edition","PlayStation 2 [EU]","","No","No","No","No","","0000-00-00","2015-04-12 15:16:01",
"14978","Devil May Cry 4 - Collector's Edition","Xbox 360 [NA]","","No","No","No","No","","0000-00-00","2015-04-12 15:16:29",
"145759","Devil May Cry 5","PlayStation 4 [EU]","","No","No","No","No","","0000-00-00","2020-12-03 15:14:20",
"66911","Dexter's Laboratory: Mandark's Lab","PlayStation [EU]","","No","No","No","No","0.00","0000-00-00","2015-04-15 10:08:38",
"50366","Digimon Rumble Arena","PlayStation [EU]","","No","No","No","No","","0000-00-00","2015-04-13 14:41:26",
"43642","Digimon World - Platinum","PlayStation [EU]","","No","No","No","No","","0000-00-00","2015-04-13 14:41:26",
"65156","Disney DuckTales Remastered","PlayStation 3 [EU]","","No","No","No","No","","0000-00-00","2017-03-19 18:21:54",
"67645","Disney's Action Game Featuring Hercules - Platinum","PlayStation [EU]","","No","No","No","No","0.00","0000-00-00","2015-04-15 10:09:40",
"63814","Disney's Donald Duck PK (ELSPA rating)","PlayStation 2 [EU]","","No","No","No","No","0.00","0000-00-00","2015-04-15 17:25:21",
"92923","Disney's Kim Possible: What's the Switch?","PlayStation 2 [EU]","","No","No","No","No","0.00","0000-00-00","2015-04-15 17:25:23",
"49371","Disney's Toy Story","Sega Mega Drive [EU]","","Yes","Yes","Yes","No","0.00","0000-00-00","2015-04-12 17:58:35",
"22762","Dissidia 012: Duodecim Final Fantasy - Legacy Edition","PlayStation Portable [EU]","","No","No","No","No","","0000-00-00","2015-04-12 17:50:38",
"139336","Dissidia: Final Fantasy NT","PlayStation 4 [EU]","","No","No","No","No","","0000-00-00","2021-12-04 13:22:22",
"46189","DJ Hero","Xbox 360 [EU]","","No","No","No","No","","0000-00-00","2018-11-24 11:53:29",
"46191","DJ Hero 2","Xbox 360 [EU]","","No","No","No","No","","0000-00-00","2015-04-12 15:25:21",
"67717","DmC: Devil May Cry","Xbox 360 [EU]","","No","No","No","No","","0000-00-00","2017-01-17 08:38:20",
"24970","DoDonPachi Resurrection: Deluxe Edition","Xbox 360 [EU]","","No","No","No","No","","0000-00-00","2015-04-12 15:25:58",
"31638","Dog's Life","PlayStation 2 [EU]","","No","No","No","No","","0000-00-00","2020-11-04 09:33:23",
"19778","Dr. Robotnik's Mean Bean Machine","Sega Mega Drive [EU]","","Yes","Yes","Yes","No","0.00","0000-00-00","2015-04-12 17:58:29",
"130207","Dragon Ball FighterZ","PlayStation 4 [EU]","","No","No","No","No","","0000-00-00","2020-12-14 16:28:51",
"49361","Dragon Ball Z","Sega Mega Drive [EU]","","Yes","Yes","Yes","No","0.00","0000-00-00","2015-04-12 17:59:44",
"111422","Dragon Ball Z: Battle of Z","PlayStation 3 [EU]","","No","No","No","No","","0000-00-00","2021-12-31 13:42:23",
"46565","Dragon Ball Z: Budokai","PlayStation 2 [EU]","","No","No","No","No","","0000-00-00","2015-04-15 13:15:44",
"41940","Dragon Ball Z: Budokai 2","PlayStation 2 [EU]","","No","No","No","No","","0000-00-00","2015-04-15 13:15:44",
"68544","Dragon Ball Z: Budokai 3 - Platinum [BE][FR][NL]","PlayStation 2 [EU]","","No","No","No","No","","0000-00-00","2015-04-15 13:15:44",
"39259","Dragon Ball Z: Budokai Tenkaichi","PlayStation 2 [EU]","","No","No","No","No","0.00","0000-00-00","2015-04-18 16:45:00",
"147587","Dragon Ball Z: Budokai Tenkaichi 2","PlayStation 2 [EU]","","No","No","No","No","","0000-00-00","2015-04-15 13:15:44",
"66457","Dragon Ball Z: Budokai Tenkaichi 3","PlayStation 2 [EU]","","No","No","No","No","","0000-00-00","2015-04-15 13:15:44",
"86559","Dragon Ball Z: Burst Limit","PlayStation 3 [EU]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2018-11-14 17:59:29",
"51889","Dragon Ball Z: Infinite World","PlayStation 2 [EU]","","No","No","No","No","","0000-00-00","2015-04-15 13:15:44",
"28099","Dragon Ball Z: Shin Budokai","PlayStation Portable [EU]","","No","No","No","No","","0000-00-00","2020-10-30 10:19:27",
"115576","Dragon Ball Z: Shin Budokai 2","PlayStation Portable [EU]","","No","No","No","No","","0000-00-00","2022-10-14 16:57:58",
"110259","Dragon Ball Z: Tenkaichi Tag Team","PlayStation Portable [EU]","","No","No","No","No","","0000-00-00","2023-01-13 16:20:48",
"69509","Dragon Ball Z: The Legend [ES]","Sega Saturn [EU]","","No","No","No","No","0.00","0000-00-00","2015-04-12 18:20:47",
"55190","Dragon Ball Z: Ultimate Battle 22","PlayStation [EU]","","No","No","No","No","","0000-00-00","2015-04-13 14:37:26",
"24322","Dragon Ball Z: Ultimate Tenkaichi","PlayStation 3 [EU]","","No","No","No","No","","0000-00-00","2020-10-24 11:04:28",
"51229","Dragon Ball: Final Bout","PlayStation [EU]","","No","No","No","No","","0000-00-00","2015-04-13 14:37:26",
"46818","Dragon Ball: Origins","Nintendo DS [EU]","","Yes","Yes","Yes","No","0.00","0000-00-00","2015-04-12 17:30:06",
"74684","Dragon Ball: Raging Blast","PlayStation 3 [EU]","","No","No","No","No","","0000-00-00","2021-06-30 11:49:17",
"64325","Dragon Ball: Raging Blast 2","PlayStation 3 [EU]","","No","No","No","No","","0000-00-00","2021-10-20 14:36:26",
"54561","Dragon Ball: Revenge of King Piccolo","Wii [EU]","","No","No","No","No","","0000-00-00","2020-10-24 11:04:14",
"19611","Dragon Quest: The Journey of the Cursed King (1820012)","PlayStation 2 [EU]","","No","No","No","No","0.00","0000-00-00","2015-04-15 17:26:52",
"140568","Dragon's Crown Pro","PlayStation 4 [EU]","","No","No","No","No","","0000-00-00","2021-12-21 12:44:23",
"148163","Dreams","PlayStation 4 [EU]","","No","No","No","No","","0000-00-00","2020-12-29 12:41:48",
"73579","Driveclub","PlayStation 4 [EU]","","No","No","No","No","","0000-00-00","2022-03-19 16:11:24",
"131273","Elder Scrolls V, The: Skyrim","Xbox 360 [EU]","","Yes","Yes","Yes","Yes","","0000-00-00","2016-10-26 07:41:14",
"46466","Enslaved: Odyssey to the West","Xbox 360 [EU]","","No","No","No","No","","0000-00-00","2021-02-23 09:37:11",
"41495","Eternal Sonata","Xbox 360 [EU]","","No","No","No","No","0.00","0000-00-00","2015-04-13 14:47:31",
"126288","EyeToy: Play","PlayStation 2 [EU]","","No","No","No","No","0.00","0000-00-00","2015-04-15 17:29:09",
"51669","EyeToy: Play 2","PlayStation 2 [EU]","","No","No","No","No","","0000-00-00","2021-10-25 13:32:02",
"45616","EyeToy: Play 3","PlayStation 2 [EU]","","No","No","No","No","","0000-00-00","2021-10-25 13:32:02",
"105205","F355 Challenge: Passione Rossa","Sega Dreamcast [EU]","","No","No","No","No","","0000-00-00","2020-09-03 08:18:38",
"36446","Fable","Xbox [EU]","","No","No","No","No","0.00","0000-00-00","2015-04-12 18:05:12",
"24971","Fable II","Xbox 360 [EU]","","No","No","No","No","","0000-00-00","2022-03-26 10:11:27",
"60173","Fable III - Limited Collector's Edition","Xbox 360 [EU]","","No","No","No","No","0.00","0000-00-00","2015-04-15 10:42:28",
"55592","Fahrenheit","Xbox [EU]","","No","No","No","No","0.00","0000-00-00","2015-04-12 18:05:09",
"51471","Fallout: New Vegas","PlayStation 3 [EU]","","No","No","No","No","0.00","0000-00-00","2015-04-12 18:09:17",
"39256","FantaVision","PlayStation 2 [EU]","","No","No","No","No","","0000-00-00","2020-12-23 09:18:10",
"211070","FIFA 06 [IL]","PlayStation 2 [EU]","","No","No","No","No","","0000-00-00","2022-10-14 16:59:46",
"48775","FIFA 07","PlayStation 2 [EU]","","No","No","No","No","","0000-00-00","2015-04-15 17:29:54",
"47937","FIFA 09 [SE][FI][DK][NO]","Xbox 360 [EU]","","No","No","No","No","","0000-00-00","2015-04-12 15:36:14",
"42388","FIFA 11","Xbox 360 [EU]","","No","No","No","No","","0000-00-00","2015-04-12 15:36:14",
"46460","FIFA 12 [PL]","Xbox 360 [EU]","","No","No","No","No","","0000-00-00","2015-04-12 15:36:14",
"32102","FIFA 13","Xbox 360 [EU]","","No","No","No","No","","0000-00-00","2015-04-12 15:36:14",
"51809","FIFA 14","PlayStation 3 [EU]","","No","No","No","No","","0000-00-00","2015-04-12 15:35:39",
"91450","FIFA 15 [NL][FR]","PlayStation 3 [EU]","","No","No","No","No","","0000-00-00","2018-11-24 11:44:35",
"90547","FIFA 16","PlayStation 4 [EU]","","Yes","Yes","Yes","Yes","0.00","2015-09-23","2015-10-10 11:05:35",
"112939","FIFA 17","PlayStation 4 [EU]","","Yes","Yes","Yes","Yes","39.99","2016-11-26","2016-11-29 17:36:11",
"133760","FIFA 18","PlayStation 4 [EU]","","No","No","No","No","","0000-00-00","2017-12-02 09:28:08",
"170959","FIFA 20","PlayStation 4 [EU]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2019-12-08 10:34:21",
"51322","FIFA 2000 [DE]","PlayStation [EU]","","No","No","No","No","","0000-00-00","2015-04-15 10:10:22",
"49501","FIFA 99","PlayStation [EU]","","No","No","No","No","","0000-00-00","2015-04-15 10:10:22",
"48769","FIFA Football 2004","PlayStation 2 [EU]","","No","No","No","No","","0000-00-00","2015-04-15 17:29:54",
"48156","FIFA Football 2005","PlayStation 2 [EU]","","No","No","No","No","","0000-00-00","2022-10-14 16:59:46",
"58161","FIFA Street","PlayStation 2 [EU]","","No","No","No","No","","0000-00-00","2015-04-15 17:29:54",
"48157","FIFA Street 2","PlayStation 2 [EU]","","No","No","No","No","","0000-00-00","2015-04-15 17:29:54",
"65520","FIFA: Road to World Cup 98","PlayStation [EU]","","No","No","No","No","","0000-00-00","2015-04-15 10:10:22",
"24297","Fighters Megamix","Sega Saturn [EU]","","No","No","No","No","","0000-00-00","2015-04-12 18:19:45",
"20612","Final Fantasy IV: The Complete Collection [UK]","PlayStation Portable [EU]","","No","No","No","No","","0000-00-00","2015-04-12 17:50:38",
"15227","Final Fantasy Origins","PlayStation [EU]","","No","No","No","No","0.00","0000-00-00","2015-04-13 14:36:44",
"15230","Final Fantasy VII","PlayStation [EU]","","No","No","No","No","0.00","0000-00-00","2015-04-13 14:36:41",
"15250","Final Fantasy X (ELSPA rating)","PlayStation 2 [EU]","","No","No","No","No","","0000-00-00","2015-04-15 17:30:23",
"15251","Final Fantasy X-2","PlayStation 2 [EU]","","No","No","No","No","","0000-00-00","2017-01-17 08:38:10",
"15253","Final Fantasy XII","PlayStation 2 [EU]","","No","No","No","No","","0000-00-00","2015-04-15 17:30:23",
"53766","Final Fantasy XIII - Collector's Edition","Xbox 360 [EU]","","No","No","No","No","","0000-00-00","2015-04-13 14:46:49",
"53770","Final Fantasy XIII-2 - Limited Collector's Edition","Xbox 360 [EU]","","No","No","No","No","","0000-00-00","2015-04-13 14:47:06",
"93054","Final Fantasy XV","PlayStation 4 [EU]","","No","No","No","No","","0000-00-00","2017-05-31 15:22:09",
"15613","Folklore","PlayStation 3 [EU]","None","Yes","Yes","No","No","0.00","0000-00-00","2021-05-11 14:03:28",
"81985","Forza Motorsport 2 - Limited Collector's Edition","Xbox 360 [EU]","","No","No","No","No","0.00","0000-00-00","2015-04-15 13:47:58",
"45476","Forza Motorsport 3 - Limited Collector's Edition","Xbox 360 [EU]","","No","No","No","No","","0000-00-00","2015-04-12 15:44:06",
"46455","Forza Motorsport 4 - Limited Collector's Edition","Xbox 360 [EU]","","No","No","No","No","","0000-00-00","2022-03-22 10:25:50",
"72524","Freedom Fighters","Xbox [EU]","","No","No","No","No","","0000-00-00","2023-12-20 16:41:35",
"41453","Gears of War - Limited Collector's Edition","Xbox 360 [EU]","","No","No","No","No","","0000-00-00","2015-04-12 15:40:02",
"60492","Gears of War 2 - Limited Edition","Xbox 360 [EU]","","No","No","No","No","","0000-00-00","2017-05-10 15:50:28",
"78881","Gears of War 3 - Epic Edition","Xbox 360 [EU]","","No","No","No","No","","0000-00-00","2015-04-12 15:40:02",
"73202","Gears of War: Judgment [AT][CH]","Xbox 360 [EU]","","No","No","No","No","","0000-00-00","2020-10-24 11:04:48",
"45536","Genji","PlayStation 2 [EU]","","No","No","No","No","","0000-00-00","2020-12-23 09:18:39",
"76519","Genji: Days of the Blade","PlayStation 3 [EU]","","No","No","No","No","","0000-00-00","2021-04-13 09:47:24",
"31514","Getaway, The (BBFC rating)","PlayStation 2 [EU]","","No","No","No","No","","0000-00-00","2020-11-03 09:39:38",
"38198","Getaway, The: Black Monday","PlayStation 2 [EU]","","No","No","No","No","","0000-00-00","2023-09-02 10:38:09",
"72002","Ghost Squad","Wii [EU]","","No","No","No","No","","0000-00-00","2021-04-20 09:38:08",
"58448","Ghosthunter","PlayStation 2 [EU]","","No","No","No","No","","0000-00-00","2020-11-13 17:31:21",
"46220","God Hand","PlayStation 2 [EU]","","No","No","No","No","0.00","0000-00-00","2015-04-12 18:23:29",
"119411","God of War","PlayStation 4 [EU]","","No","No","No","No","","0000-00-00","2018-11-24 11:40:41",
"134061","God of War [GR][PT][RU]","PlayStation 2 [EU]","","No","No","No","No","","0000-00-00","2020-11-18 13:27:12",
"19194","God of War Collection [UK]","PlayStation 3 [EU]","","No","No","No","No","","0000-00-00","2017-04-26 09:58:44",
"55308","God of War Collection: Volume II - Classics HD","PlayStation 3 [EU]","","No","No","No","No","","0000-00-00","2017-04-26 09:58:44",
"42323","God of War II","PlayStation 2 [EU]","","No","No","No","No","","0000-00-00","2015-04-12 15:13:52",
"53306","God of War III - Collector's Edition","PlayStation 3 [EU]","","No","No","No","No","","0000-00-00","2015-04-12 15:13:52",
